Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP008696,Female,Yes,3+,Not Graduate,No,7244,9292.0,426.0,360.0,0.0,Urban,Y
LP008706,Male,No,2,Not Graduate,Yes,10939,6429.0,45.0,180.0,1.0,Urban,Y
LP008707,Male,No,0,Graduate,Yes,17506,3597.0,100.0,360.0,1.0,Urban,N
LP008712,Male,No,1,Not Graduate,No,9520,644.0,482.0,180.0,0.0,Semiurban,Y
LP008718,Female,No,1,Not Graduate,Yes,19212,5346.0,117.0,360.0,0.0,Urban,Y
LP008719,Female,No,1,Graduate,No,16557,1131.0,396.0,180.0,0.0,Semiurban,Y
LP008722,Male,No,0,Not Graduate,Yes,9127,1085.0,175.0,240.0,0.0,Rural,N
LP008723,Female,Yes,1,Not Graduate,No,11317,7219.0,235.0,180.0,1.0,Rural,N
LP008725,Female,No,2,Graduate,Yes,10564,8830.0,445.0,180.0,1.0,Urban,Y
LP008727,Male,Yes,0,Graduate,Yes,12271,136.0,238.0,180.0,1.0,Semiurban,Y
LP008730,Male,Yes,1,Not Graduate,No,10684,6205.0,300.0,180.0,1.0,Rural,N
LP008732,Female,No,0,Graduate,No,16832,5552.0,440.0,240.0,0.0,Urban,N
LP008738,Male,No,3+,Graduate,No,4767,9437.0,478.0,240.0,0.0,Urban,N
LP008748,Male,No,1,Not Graduate,No,3559,198.0,58.0,360.0,1.0,Urban,N
LP008755,Female,Yes,0,Not Graduate,No,5674,8525.0,201.0,240.0,1.0,Urban,Y
LP008760,Female,Yes,1,Not Graduate,No,13031,8383.0,59.0,240.0,1.0,Rural,N
LP008767,Female,No,3+,Graduate,No,17746,1908.0,132.0,180.0,1.0,Semiurban,Y
LP008772,Male,No,2,Not Graduate,Yes,11991,4775.0,132.0,180.0,1.0,Rural,N
LP008783,Male,Yes,2,Not Graduate,No,12173,489.0,493.0,360.0,0.0,Semiurban,N
LP008788,Male,No,3+,Graduate,Yes,19069,2735.0,259.0,240.0,0.0,Semiurban,Y
LP008794,Female,Yes,0,Graduate,No,15723,1805.0,178.0,360.0,1.0,Urban,N
LP008798,Male,No,2,Graduate,Yes,12695,7250.0,392.0,240.0,1.0,Urban,N
LP008807,Female,No,0,Graduate,Yes,2587,4744.0,206.0,240.0,0.0,Semiurban,N
LP008811,Female,Yes,1,Not Graduate,Yes,4748,7264.0,397.0,180.0,1.0,Urban,Y
LP008818,Female,Yes,0,Not Graduate,No,14019,7537.0,288.0,180.0,0.0,Rural,Y
LP008818,Male,No,2,Not Graduate,No,10893,2573.0,96.0,360.0,1.0,Rural,Y
LP008823,Female,No,0,Graduate,Yes,13036,701.0,360.0,180.0,0.0,Rural,N
LP008829,Female,Yes,0,Not Graduate,No,15251,3063.0,384.0,240.0,0.0,Semiurban,N
LP008831,Male,No,3+,Graduate,Yes,18087,7207.0,110.0,240.0,1.0,Semiurban,N
LP008834,Female,No,1,Not Graduate,No,19223,4518.0,80.0,360.0,0.0,Semiurban,Y
LP008851,Female,Yes,0,Not Graduate,Yes,2015,1970.0,60.0,240.0,1.0,Urban,Y
LP008851,Female,No,1,Graduate,No,18327,7436.0,499.0,180.0,1.0,Urban,N
LP008852,Female,Yes,3+,Not Graduate,Yes,7756,1.0,435.0,180.0,1.0,Urban,Y
LP008860,Female,No,0,Graduate,No,13259,4908.0,237.0,180.0,1.0,Rural,Y
LP008862,Male,Yes,2,Not Graduate,Yes,5548,4305.0,411.0,240.0,0.0,Urban,N
LP008873,Male,No,3+,Graduate,No,9419,998.0,332.0,360.0,0.0,Rural,N
LP008887,Male,Yes,1,Graduate,Yes,7490,1419.0,368.0,240.0,1.0,Urban,Y
LP008891,Female,Yes,2,Graduate,No,1892,6157.0,168.0,240.0,0.0,Rural,N
LP008891,Male,Yes,1,Not Graduate,No,7526,6932.0,126.0,240.0,0.0,Rural,Y
LP008892,Female,No,3+,Graduate,No,5118,1338.0,156.0,180.0,0.0,Semiurban,N
LP008893,Male,No,3+,Not Graduate,Yes,16619,5248.0,281.0,180.0,1.0,Urban,N
LP008897,Male,Yes,1,Not Graduate,Yes,14110,7065.0,352.0,360.0,0.0,Urban,Y
LP008904,Female,Yes,2,Not Graduate,Yes,12217,3070.0,385.0,240.0,1.0,Semiurban,N
LP008910,Female,Yes,3+,Graduate,No,16481,9604.0,337.0,240.0,1.0,Rural,Y
LP008922,Male,Yes,2,Not Graduate,Yes,6333,9291.0,74.0,360.0,1.0,Urban,N
LP008941,Male,No,0,Not Graduate,Yes,12686,7565.0,408.0,240.0,1.0,Rural,Y
LP008953,Male,Yes,2,Not Graduate,Yes,6446,8563.0,112.0,180.0,1.0,Urban,Y
LP008956,Female,No,2,Graduate,Yes,6063,1715.0,340.0,360.0,0.0,Rural,Y
LP008980,Male,Yes,1,Not Graduate,Yes,8937,9793.0,28.0,180.0,0.0,Urban,Y
LP008984,Male,No,1,Not Graduate,Yes,9604,5449.0,399.0,360.0,1.0,Urban,Y
LP008991,Female,No,2,Graduate,Yes,2709,7262.0,26.0,240.0,1.0,Semiurban,N
LP008993,Male,No,1,Graduate,No,14131,9144.0,93.0,360.0,0.0,Urban,N
LP008998,Female,Yes,2,Graduate,Yes,18663,512.0,199.0,180.0,1.0,Urban,N
LP009001,Female,No,0,Graduate,Yes,10448,3639.0,77.0,360.0,1.0,Urban,Y
LP009002,Female,Yes,3+,Not Graduate,Yes,13859,154.0,94.0,180.0,0.0,Urban,N
LP009019,Female,Yes,3+,Graduate,Yes,17887,1081.0,176.0,240.0,0.0,Rural,N
LP009019,Male,Yes,3+,Graduate,Yes,19880,9055.0,65.0,360.0,1.0,Rural,N
LP009027,Male,Yes,3+,Not Graduate,Yes,6187,4973.0,145.0,180.0,0.0,Urban,N
LP009034,Female,Yes,0,Graduate,Yes,11890,7931.0,467.0,180.0,1.0,Rural,N
LP009048,Female,Yes,3+,Not Graduate,No,2522,1096.0,353.0,360.0,0.0,Urban,Y
LP009052,Male,Yes,0,Graduate,Yes,15865,8071.0,416.0,240.0,1.0,Urban,N
LP009058,Female,No,1,Graduate,Yes,2465,5827.0,285.0,180.0,1.0,Urban,N
LP009061,Female,Yes,2,Graduate,No,1895,263.0,253.0,180.0,1.0,Urban,Y
LP009073,Female,No,1,Graduate,No,3319,5065.0,212.0,360.0,0.0,Urban,N
LP009076,Male,Yes,1,Graduate,Yes,14272,3126.0,413.0,360.0,1.0,Rural,Y
LP009097,Female,Yes,3+,Graduate,No,18617,6538.0,462.0,360.0,1.0,Rural,N
LP009115,Male,No,2,Graduate,Yes,16859,925.0,364.0,360.0,1.0,Urban,N
LP009118,Female,No,3+,Not Graduate,Yes,4428,9252.0,373.0,240.0,1.0,Semiurban,Y
LP009121,Female,No,0,Graduate,Yes,4206,8708.0,435.0,360.0,1.0,Semiurban,N
LP009135,Male,Yes,1,Not Graduate,Yes,17041,5772.0,477.0,240.0,1.0,Rural,Y
LP009165,Female,No,1,Not Graduate,No,9171,4242.0,461.0,240.0,1.0,Urban,Y
LP009172,Male,No,3+,Not Graduate,Yes,15168,1624.0,275.0,360.0,0.0,Urban,Y
LP009175,Female,No,2,Graduate,Yes,4486,8329.0,367.0,180.0,0.0,Rural,N
LP009177,Female,No,3+,Not Graduate,Yes,16470,6069.0,93.0,360.0,1.0,Rural,Y
LP009189,Male,Yes,0,Graduate,Yes,9330,8573.0,158.0,240.0,0.0,Urban,N
LP009195,Female,No,3+,Not Graduate,No,1630,8942.0,123.0,360.0,0.0,Urban,Y
LP009196,Male,Yes,0,Not Graduate,No,7565,802.0,120.0,240.0,1.0,Rural,N
LP009203,Male,Yes,3+,Graduate,Yes,18832,6214.0,478.0,180.0,1.0,Rural,N
LP009220,Male,No,3+,Graduate,Yes,15357,724.0,293.0,240.0,0.0,Semiurban,N
LP009226,Female,No,0,Not Graduate,No,13986,3192.0,446.0,240.0,0.0,Urban,N
LP009226,Female,Yes,1,Not Graduate,No,16636,9971.0,115.0,360.0,1.0,Urban,Y
LP009230,Male,No,3+,Not Graduate,No,2000,5674.0,417.0,360.0,1.0,Rural,Y
LP009232,Male,No,3+,Graduate,Yes,19131,4728.0,278.0,180.0,0.0,Rural,N
LP009236,Male,Yes,0,Not Graduate,Yes,17560,231.0,431.0,240.0,0.0,Semiurban,Y
LP009236,Male,Yes,2,Graduate,Yes,7690,5970.0,205.0,360.0,0.0,Semiurban,N
LP009248,Male,No,1,Not Graduate,Yes,19494,1204.0,237.0,180.0,0.0,Urban,N
LP009253,Male,Yes,3+,Graduate,Yes,14556,1327.0,159.0,180.0,1.0,Urban,Y
LP009261,Male,Yes,3+,Not Graduate,Yes,19666,8782.0,223.0,360.0,1.0,Urban,N
LP009267,Male,No,3+,Not Graduate,No,7032,7025.0,22.0,180.0,1.0,Rural,Y
LP009279,Female,Yes,2,Graduate,No,12936,346.0,95.0,180.0,0.0,Rural,Y
LP009298,Male,No,0,Not Graduate,No,9485,1366.0,277.0,240.0,1.0,Urban,Y
LP009300,Male,Yes,2,Not Graduate,Yes,18852,4353.0,117.0,360.0,0.0,Semiurban,N
LP009300,Male,No,2,Graduate,No,3879,1872.0,46.0,180.0,0.0,Urban,N
LP009305,Female,No,0,Graduate,Yes,14580,5054.0,288.0,360.0,1.0,Semiurban,Y
LP009306,Male,Yes,0,Not Graduate,No,9739,7014.0,74.0,360.0,1.0,Rural,Y
LP009316,Female,No,2,Not Graduate,No,15620,2151.0,341.0,360.0,0.0,Semiurban,Y
LP009319,Female,Yes,0,Not Graduate,No,1672,3178.0,302.0,360.0,0.0,Urban,N
LP009320,Female,Yes,0,Not Graduate,No,2458,3392.0,163.0,360.0,1.0,Rural,Y
LP009328,Female,No,0,Graduate,Yes,5889,5895.0,248.0,180.0,1.0,Semiurban,N
LP009329,Female,No,3+,Not Graduate,No,12123,2662.0,393.0,240.0,1.0,Semiurban,N
LP009334,Female,Yes,3+,Graduate,Yes,17617,6489.0,473.0,240.0,1.0,Semiurban,N
LP009340,Male,Yes,1,Not Graduate,No,19798,9003.0,372.0,180.0,1.0,Rural,N
LP009343,Male,Yes,0,Graduate,Yes,14897,4141.0,27.0,180.0,1.0,Semiurban,N
LP009360,Female,Yes,3+,Not Graduate,No,19424,43.0,412.0,180.0,1.0,Urban,N
LP009361,Male,Yes,3+,Not Graduate,No,8925,8608.0,258.0,240.0,0.0,Rural,Y
LP009362,Male,Yes,2,Graduate,No,12977,4374.0,382.0,360.0,0.0,Urban,Y
LP009362,Female,No,0,Graduate,No,19095,5749.0,480.0,180.0,0.0,Urban,Y
LP009366,Male,No,2,Not Graduate,No,2990,3290.0,28.0,180.0,1.0,Urban,Y
LP009372,Male,No,3+,Not Graduate,No,12496,557.0,244.0,360.0,0.0,Rural,Y
LP009379,Female,Yes,2,Not Graduate,No,18768,3963.0,175.0,360.0,1.0,Urban,N
LP009381,Male,Yes,3+,Graduate,Yes,18420,3795.0,477.0,360.0,1.0,Rural,Y
LP009384,Male,Yes,1,Graduate,Yes,7673,5017.0,159.0,180.0,1.0,Rural,Y
LP009391,Female,Yes,0,Not Graduate,No,2714,7226.0,395.0,180.0,0.0,Rural,N
LP009392,Female,No,1,Graduate,No,4529,3305.0,483.0,180.0,0.0,Semiurban,N
LP009398,Male,Yes,0,Not Graduate,Yes,6509,3040.0,224.0,240.0,0.0,Urban,N
LP009399,Male,No,2,Graduate,No,8234,2663.0,305.0,180.0,1.0,Rural,N
LP009399,Female,No,2,Graduate,No,7880,4720.0,349.0,180.0,0.0,Semiurban,Y
LP009402,Female,No,1,Graduate,No,12159,3412.0,341.0,240.0,1.0,Rural,Y
LP009406,Male,Yes,3+,Not Graduate,Yes,6692,1692.0,269.0,180.0,0.0,Semiurban,Y
LP009407,Male,No,2,Not Graduate,Yes,7772,9669.0,30.0,240.0,0.0,Urban,Y
LP009437,Male,Yes,1,Not Graduate,No,5844,5698.0,139.0,180.0,1.0,Rural,N
LP009440,Female,Yes,1,Graduate,Yes,16443,2111.0,231.0,180.0,0.0,Semiurban,N
LP009442,Female,No,0,Not Graduate,Yes,11595,7405.0,410.0,240.0,0.0,Urban,Y
LP009447,Female,No,0,Not Graduate,Yes,3717,851.0,422.0,240.0,1.0,Urban,Y
LP009469,Male,No,3+,Not Graduate,No,7266,8637.0,341.0,240.0,1.0,Urban,N
LP009479,Male,Yes,0,Graduate,Yes,13983,9020.0,206.0,240.0,0.0,Urban,Y
LP009480,Male,No,3+,Graduate,No,12599,5624.0,217.0,240.0,0.0,Semiurban,Y
LP009485,Female,Yes,2,Graduate,No,15301,4691.0,41.0,180.0,1.0,Urban,N
LP009508,Female,No,3+,Not Graduate,Yes,3367,7941.0,170.0,180.0,0.0,Urban,Y
LP009517,Male,No,0,Not Graduate,No,3590,6981.0,64.0,360.0,0.0,Urban,N
LP009530,Female,Yes,3+,Graduate,Yes,15029,7014.0,331.0,240.0,1.0,Urban,N
LP009540,Female,No,0,Not Graduate,Yes,4489,5625.0,71.0,180.0,1.0,Urban,N
LP009545,Male,No,1,Graduate,No,1760,3974.0,135.0,240.0,0.0,Semiurban,N
LP009548,Male,No,1,Graduate,No,10284,4829.0,493.0,240.0,0.0,Rural,N
LP009550,Male,No,0,Graduate,No,12344,4838.0,197.0,180.0,0.0,Rural,Y
LP009558,Female,Yes,2,Graduate,Yes,19616,6728.0,123.0,180.0,1.0,Rural,N
LP009559,Male,No,2,Graduate,No,15354,8036.0,239.0,360.0,0.0,Rural,Y
LP009562,Male,Yes,0,Graduate,Yes,7078,5216.0,384.0,240.0,0.0,Semiurban,Y
LP009568,Female,Yes,1,Not Graduate,No,19946,2983.0,81.0,240.0,0.0,Semiurban,Y
LP009573,Female,Yes,0,Not Graduate,Yes,17919,5411.0,111.0,180.0,0.0,Semiurban,N
LP009577,Female,Yes,0,Graduate,Yes,9366,3979.0,214.0,240.0,1.0,Semiurban,N
LP009578,Male,Yes,1,Not Graduate,Yes,3047,5450.0,398.0,240.0,0.0,Semiurban,N
LP009583,Male,No,0,Not Graduate,No,6163,2400.0,335.0,360.0,0.0,Urban,N
LP009593,Female,No,3+,Not Graduate,No,18264,9094.0,151.0,180.0,0.0,Rural,N
LP009597,Female,No,0,Graduate,No,10008,4768.0,248.0,360.0,1.0,Semiurban,Y
LP009603,Male,Yes,1,Not Graduate,No,6115,9086.0,351.0,180.0,0.0,Semiurban,N
LP009605,Female,No,0,Graduate,Yes,19425,8920.0,102.0,180.0,0.0,Rural,N
LP009616,Female,No,1,Not Graduate,No,19696,2836.0,109.0,240.0,1.0,Urban,N
LP009626,Female,No,2,Graduate,Yes,18406,4575.0,53.0,180.0,1.0,Rural,N
LP009650,Female,Yes,2,Not Graduate,Yes,9826,5611.0,123.0,240.0,1.0,Rural,Y
LP009650,Male,Yes,2,Graduate,Yes,9466,920.0,116.0,180.0,1.0,Rural,N
LP009658,Male,No,3+,Not Graduate,Yes,14967,7362.0,321.0,360.0,0.0,Semiurban,Y
LP009659,Female,Yes,1,Not Graduate,Yes,6834,9860.0,91.0,240.0,1.0,Semiurban,N
LP009669,Male,No,3+,Graduate,Yes,2779,7320.0,277.0,240.0,0.0,Semiurban,Y
LP009675,Male,Yes,1,Graduate,Yes,15557,1989.0,159.0,240.0,0.0,Semiurban,Y
LP009679,Female,Yes,0,Graduate,Yes,5463,7683.0,280.0,240.0,1.0,Semiurban,N
LP009694,Male,Yes,0,Not Graduate,Yes,18577,7326.0,171.0,360.0,1.0,Rural,Y
LP009695,Male,No,2,Graduate,Yes,11244,3765.0,121.0,240.0,1.0,Rural,N
LP009696,Male,No,3+,Not Graduate,No,17489,9003.0,62.0,360.0,1.0,Rural,N
LP009699,Female,Yes,0,Not Graduate,No,16926,1237.0,198.0,240.0,1.0,Urban,Y
LP009722,Male,Yes,3+,Graduate,No,4542,784.0,136.0,180.0,1.0,Semiurban,Y
LP009739,Male,Yes,2,Not Graduate,Yes,3944,2831.0,238.0,360.0,1.0,Urban,N
LP009745,Male,No,0,Not Graduate,No,6473,1723.0,420.0,360.0,0.0,Semiurban,Y
LP009750,Female,No,2,Not Graduate,No,4078,8102.0,279.0,180.0,1.0,Semiurban,Y
LP009751,Male,No,3+,Graduate,Yes,13470,1998.0,429.0,180.0,1.0,Urban,N
LP009767,Female,Yes,0,Graduate,Yes,19695,9306.0,296.0,180.0,0.0,Semiurban,Y
LP009775,Female,Yes,3+,Not Graduate,No,6111,9933.0,50.0,360.0,1.0,Rural,Y
LP009779,Male,Yes,2,Not Graduate,No,3706,9506.0,258.0,240.0,1.0,Rural,N
LP009780,Male,Yes,1,Not Graduate,No,9122,2954.0,99.0,240.0,1.0,Urban,Y
LP009783,Female,Yes,3+,Graduate,No,12770,9242.0,71.0,360.0,1.0,Urban,N
LP009787,Female,Yes,1,Graduate,Yes,19495,2207.0,457.0,180.0,1.0,Urban,Y
LP009794,Female,Yes,0,Graduate,No,9077,3442.0,162.0,240.0,1.0,Rural,N
LP009799,Male,Yes,3+,Not Graduate,Yes,18384,6749.0,321.0,180.0,1.0,Semiurban,N
LP009806,Female,No,0,Not Graduate,No,7308,5909.0,470.0,360.0,1.0,Semiurban,N
LP009827,Male,No,2,Not Graduate,Yes,11328,4431.0,343.0,360.0,1.0,Rural,N
LP009845,Female,No,3+,Graduate,No,18350,2353.0,264.0,240.0,0.0,Urban,N
LP009848,Male,No,0,Graduate,Yes,16955,7986.0,320.0,360.0,1.0,Semiurban,N
LP009852,Male,Yes,3+,Graduate,Yes,17139,7641.0,270.0,240.0,0.0,Semiurban,N
LP009868,Male,No,1,Not Graduate,No,17305,8538.0,123.0,240.0,1.0,Rural,Y
LP009878,Female,No,2,Graduate,No,2950,4469.0,93.0,360.0,0.0,Semiurban,N
LP009895,Male,No,2,Not Graduate,Yes,4010,5167.0,168.0,240.0,0.0,Urban,N
LP009902,Female,No,2,Not Graduate,No,19727,6844.0,57.0,240.0,0.0,Semiurban,N
LP009936,Female,No,0,Not Graduate,Yes,17391,7064.0,347.0,240.0,0.0,Urban,Y
LP009936,Male,Yes,0,Graduate,Yes,13353,5527.0,465.0,180.0,1.0,Semiurban,N
LP009940,Female,No,2,Not Graduate,Yes,4337,4627.0,421.0,180.0,0.0,Rural,Y
LP009944,Female,Yes,2,Graduate,Yes,2523,1873.0,316.0,180.0,1.0,Semiurban,N
LP009954,Female,No,1,Graduate,No,14475,1339.0,378.0,360.0,1.0,Rural,Y
LP009961,Female,No,1,Graduate,Yes,19214,829.0,310.0,180.0,1.0,Rural,N
LP009965,Male,No,3+,Graduate,Yes,13658,9822.0,323.0,180.0,0.0,Urban,N
LP009966,Male,Yes,0,Graduate,No,13683,2223.0,182.0,360.0,1.0,Semiurban,Y
LP009970,Male,Yes,3+,Not Graduate,Yes,19409,768.0,222.0,360.0,0.0,Urban,N
LP009977,Female,Yes,2,Graduate,Yes,8997,1354.0,355.0,360.0,0.0,Rural,Y
LP009996,Female,Yes,2,Graduate,No,19858,6305.0,463.0,240.0,1.0,Rural,Y
